bacc_inst,field,field_1,field_2,current_inst,year,...6
university of vermont & state agricultural college,chemistry - other (specify) - chemical biology,chemistry,other (specify) - chemical biology,harvard university,2019,NA
university of texas at austin,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,university of texas at austin,2019,NA
columbia university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,columbia university,2019,NA
reed college,social sciences - economics,social sciences,economics,stanford university,2019,NA
yale university,mathematical sciences - analysis,mathematical sciences,analysis,new york university,2019,NA
massachusetts institute of technology,engineering - materials engineering,engineering,materials engineering,massachusetts institute of technology,2019,NA
university of maryland baltimore county,life sciences - microbial biology,life sciences,microbial biology,brown university,2019,NA
university of wisconsin-madison,life sciences - cell biology,life sciences,cell biology,university of wisconsin-madison,2019,NA
arizona state university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,arizona state university,2019,NA
"harvard college, president & fellows of",comp/is/eng - machine learning,comp/is/eng,machine learning,"university of california, berkeley",2019,NA
university of new mexico,life sciences - biochemistry,life sciences,biochemistry,the scripps research institute,2019,NA
emory university,social sciences - sociology,social sciences,sociology,emory university,2019,NA
university of notre dame,comp/is/eng - computational science and engineering,comp/is/eng,computational science and engineering,university of michigan ann arbor,2019,NA
mount holyoke college,life sciences - genomics,life sciences,genomics,harvard university,2019,NA
portland state university,life sciences - cell biology,life sciences,cell biology,portland state university,2019,NA
university of south carolina at columbia,life sciences - other (specify) - behavioral ecology,life sciences,other (specify) - behavioral ecology,university of california-davis,2019,NA
university of new mexico,engineering - biomedical engineering,engineering,biomedical engineering,university of new mexico,2019,NA
gettysburg college,social sciences - economics,social sciences,economics,university of maryland,2019,NA
university of illinois at urbana-champaign,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,massachusetts institute of technology,2019,NA
salisbury university,chemistry - chemistry of life processes,chemistry,chemistry of life processes,university of alabama tuscaloosa,2019,NA
vassar college,social sciences - archaeology,social sciences,archaeology,NA,2019,NA
pennsylvania state univ university park,social sciences - geography,social sciences,geography,university of california-santa cruz,2019,NA
south dakota state university,life sciences - biochemistry,life sciences,biochemistry,university of michigan ann arbor,2019,NA
"university of california, berkeley",chemistry - chemistry of life processes,chemistry,chemistry of life processes,"university of california, berkeley",2019,NA
university of alabama tuscaloosa,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,university of alabama tuscaloosa,2019,NA
adelphi university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,university of rochester,2019,NA
humboldt state university foundation,geosciences - paleontology and paleobiology,geosciences,paleontology and paleobiology,humboldt state university foundation,2019,NA
university of texas at austin,engineering - civil engineering,engineering,civil engineering,university of texas at austin,2019,NA
university of california-irvine,engineering - biomedical engineering,engineering,biomedical engineering,university of california-irvine,2019,NA
university of portland,geosciences - geochemistry,geosciences,geochemistry,university of minnesota-twin cities,2019,NA
northeastern university,physics and astronomy - nuclear physics,physics and astronomy,nuclear physics,university of washington,2019,NA
university of wisconsin-green bay,life sciences - neurosciences,life sciences,neurosciences,university of south carolina at columbia,2019,NA
university of california san diego,life sciences - neurosciences,life sciences,neurosciences,new york university,2019,NA
university of california-santa cruz,geosciences - paleontology and paleobiology,geosciences,paleontology and paleobiology,university of florida,2019,NA
purdue university,engineering - bioengineering,engineering,bioengineering,syracuse university,2019,NA
suny college of environmental science and forestry,geosciences - biological oceanography,geosciences,biological oceanography,massachusetts institute of technology,2019,NA
"california state university, long beach",social sciences - other (specify) - human development and family science,social sciences,other (specify) - human development and family science,ohio state university,2019,NA
purdue university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,purdue university,2019,NA
michigan state university,life sciences - ecology,life sciences,ecology,virginia polytechnic institute & state university,2019,NA
haverford college,social sciences - linguistics,social sciences,linguistics,university of texas at austin,2019,NA
university of central florida,chemistry - chemical catalysis,chemistry,chemical catalysis,university of central florida,2019,NA
university of california-los angeles,materials research - polymers,materials research,polymers,university of chicago,2019,NA
kalamazoo college,life sciences - ecology,life sciences,ecology,kalamazoo college,2019,NA
california institute of technology,chemistry - chemistry of life processes,chemistry,chemistry of life processes,university of illinois at urbana-champaign,2019,NA
james madison university,life sciences - other (specify) - plant abiotic stress,life sciences,other (specify) - plant abiotic stress,stanford university,2019,NA
university of nebraska-lincoln,engineering - biomedical engineering,engineering,biomedical engineering,massachusetts institute of technology,2019,NA
florida state university,chemistry - other (specify) - materials chemistry,chemistry,other (specify) - materials chemistry,florida state university,2019,NA
university of michigan ann arbor,engineering - mechanical engineering,engineering,mechanical engineering,university of michigan ann arbor,2019,NA
berry college,chemistry - chemistry of life processes,chemistry,chemistry of life processes,emory university,2019,NA
middlebury college,social sciences - public policy,social sciences,public policy,princeton university,2019,NA
st. norbert college,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,university of notre dame,2019,NA
university of california-davis,life sciences - cell biology,life sciences,cell biology,harvard university,2019,NA
idaho state university,"chemistry - chemical structure, dynamics, and mechanism",chemistry,"chemical structure, dynamics, and mechanism",university of washington,2019,NA
auburn university,engineering - environmental engineering,engineering,environmental engineering,university of texas at austin,2019,NA
massachusetts institute of technology,physics and astronomy - theoretical physics,physics and astronomy,theoretical physics,massachusetts institute of technology,2019,NA
ohio state university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,ohio state university,2019,NA
temple university,life sciences - ecology,life sciences,ecology,NA,2019,NA
northwestern university,social sciences - economics,social sciences,economics,NA,2019,NA
university of michigan ann arbor,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,NA,2019,NA
university of california-santa barbara,life sciences - neurosciences,life sciences,neurosciences,university of pennsylvania,2019,NA
harvard university,physics and astronomy - particle physics,physics and astronomy,particle physics,university of chicago,2019,NA
johns hopkins university,physics and astronomy - theoretical physics,physics and astronomy,theoretical physics,johns hopkins university,2019,NA
princeton university,engineering - chemical engineering,engineering,chemical engineering,stanford university,2019,NA
university of utah,engineering - chemical engineering,engineering,chemical engineering,university of utah,2019,NA
university of wyoming,life sciences - ecology,life sciences,ecology,university of wyoming,2019,NA
the evergreen state college,chemistry - environmental chemical systems,chemistry,environmental chemical systems,university of alaska fairbanks campus,2019,NA
university of hawaii,geosciences - marine biology,geosciences,marine biology,san diego state university foundation,2019,NA
texas a&m university main campus,engineering - materials engineering,engineering,materials engineering,texas a&m university main campus,2019,NA
university of california-irvine,life sciences - neurosciences,life sciences,neurosciences,university of california-irvine,2019,NA
long island university,life sciences - cell biology,life sciences,cell biology,loyola university of chicago,2019,NA
columbia university,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,university of california-santa cruz,2019,NA
university of rochester,geosciences - paleontology and paleobiology,geosciences,paleontology and paleobiology,university of michigan ann arbor,2019,NA
boise state university,social sciences - sociology,social sciences,sociology,university of maryland,2019,NA
wellesley college,social sciences - economics,social sciences,economics,NA,2019,NA
massachusetts institute of technology,comp/is/eng - computer systems and embedded systems,comp/is/eng,computer systems and embedded systems,stanford university,2019,NA
massachusetts institute of technology,engineering - biomedical engineering,engineering,biomedical engineering,massachusetts institute of technology,2019,NA
skidmore college,life sciences - ecology,life sciences,ecology,university of georgia,2019,NA
university of chicago,physics and astronomy - theoretical physics,physics and astronomy,theoretical physics,university of chicago,2019,NA
"university of california, berkeley",engineering - bioengineering,engineering,bioengineering,"university of california, san francisco",2019,NA
"university of california, berkeley",engineering - chemical engineering,engineering,chemical engineering,"university of california, berkeley",2019,NA
bennington college,life sciences - neurosciences,life sciences,neurosciences,harvard university,2019,NA
william marsh rice university,engineering - materials engineering,engineering,materials engineering,leland junior stanford university,2019,NA
"university of california, berkeley",life sciences - developmental biology,life sciences,developmental biology,"university of california, san francisco",2019,NA
tufts university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,cornell university,2019,NA
santa clara university,life sciences - cell biology,life sciences,cell biology,stanford university,2019,NA
university of north dakota main campus,engineering - civil engineering,engineering,civil engineering,university of washington,2019,NA
northern illinois university,life sciences - biochemistry,life sciences,biochemistry,northwestern university,2019,NA
"university of california, berkeley",life sciences - bioinformatics and computational biology,life sciences,bioinformatics and computational biology,NA,2019,NA
massachusetts institute of technology,comp/is/eng - robotics and computer vision,comp/is/eng,robotics and computer vision,university of southern california,2019,NA
university of california-irvine,life sciences - systems and molecular biology,life sciences,systems and molecular biology,columbia university,2019,NA
ohio state university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,university of southern california,2019,NA
princeton university,mathematical sciences - applied mathematics,mathematical sciences,applied mathematics,cornell university,2019,NA
university of texas at el paso,engineering - mechanical engineering,engineering,mechanical engineering,university of texas at el paso,2019,NA
university of rochester,comp/is/eng - human computer interaction,comp/is/eng,human computer interaction,university of washington,2019,NA
university of wisconsin-madison,engineering - bioengineering,engineering,bioengineering,university of wisconsin-madison,2019,NA
massachusetts institute of technology,comp/is/eng - computer systems and embedded systems,comp/is/eng,computer systems and embedded systems,massachusetts institute of technology,2019,NA
university of wisconsin-eau claire,"chemistry - chemical theory, models and computational methods",chemistry,"chemical theory, models and computational methods",yale university,2019,NA
new jersey institute of technology,physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,harvard university,2019,NA
california institute of technology,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,california institute of technology,2019,NA
emporia state university,life sciences - biochemistry,life sciences,biochemistry,stanford university,2019,NA
university of texas at san antonio,psychology - other (specify) - clinical psychology,psychology,other (specify) - clinical psychology,NA,2019,NA
university of puerto rico-rio piedras,life sciences - developmental biology,life sciences,developmental biology,university of puerto rico-rio piedras,2019,NA
"university of california, berkeley",chemistry - chemical synthesis,chemistry,chemical synthesis,"university of california, berkeley",2019,NA
princeton university,engineering - polymer engineering,engineering,polymer engineering,university of michigan ann arbor,2019,NA
massachusetts institute of technology,mathematical sciences - computational and data-enabled science,mathematical sciences,computational and data-enabled science,NA,2019,NA
vanderbilt university,physics and astronomy - particle physics,physics and astronomy,particle physics,university of california-irvine,2019,NA
university of texas at dallas,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,texas a&m university main campus,2019,NA
"university of california, berkeley",life sciences - developmental biology,life sciences,developmental biology,stanford university,2019,NA
embry-riddle aeronautical university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,embry-riddle aeronautical university,2019,NA
pomona college,psychology - developmental psychology,psychology,developmental psychology,university of denver,2019,NA
university of arizona,life sciences - biochemistry,life sciences,biochemistry,university of arizona,2019,NA
university of pennsylvania,"social sciences - anthropology, other (specify) - bioarchaeology",social sciences,"anthropology, other (specify) - bioarchaeology",michigan state university,2019,NA
university of washington,life sciences - ecology,life sciences,ecology,NA,2019,NA
university of kansas,psychology - social psychology,psychology,social psychology,university of massachusetts amherst,2019,NA
case western reserve university,engineering - chemical engineering,engineering,chemical engineering,university of colorado at boulder,2019,NA
yale university,physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,university of chicago,2019,NA
wesleyan university,materials research - chemistry of materials,materials research,chemistry of materials,"university of california, los angeles",2019,NA
massachusetts institute of technology,mathematical sciences - computational and data-enabled science,mathematical sciences,computational and data-enabled science,massachusetts institute of technology,2019,NA
university of georgia,mathematical sciences - biostatistics,mathematical sciences,biostatistics,william marsh rice university,2019,NA
college of wooster,chemistry - chemical synthesis,chemistry,chemical synthesis,university of minnesota-twin cities,2019,NA
university of kansas,life sciences - ecology,life sciences,ecology,university of kansas,2019,NA
middle tennessee state university,engineering - bioengineering,engineering,bioengineering,NA,2019,NA
university of new hampshire,geosciences - biogeochemistry,geosciences,biogeochemistry,colorado state university,2019,NA
brown university,comp/is/eng - machine learning,comp/is/eng,machine learning,carnegie-mellon university,2019,NA
trustees of boston university,engineering - mechanical engineering,engineering,mechanical engineering,pennsylvania state univ university park,2019,NA
polytechnic university of puerto rico,engineering - environmental engineering,engineering,environmental engineering,NA,2019,NA
university of arizona,social sciences - public policy,social sciences,public policy,university of arizona,2019,NA
johns hopkins university,engineering - bioengineering,engineering,bioengineering,johns hopkins university,2019,NA
university of missouri-saint louis,life sciences - ecology,life sciences,ecology,university of missouri-saint louis,2019,NA
northwestern university,engineering - mechanical engineering,engineering,mechanical engineering,university of washington,2019,NA
northwestern university,stem education and learning research - engineering education,stem education and learning research,engineering education,university of washington,2019,NA
university of massachusetts amherst,chemistry - chemical synthesis,chemistry,chemical synthesis,"university of california, berkeley",2019,NA
university of new mexico,engineering - nuclear engineering,engineering,nuclear engineering,university of illinois at urbana-champaign,2019,NA
university of california press foundation,social sciences - sociology,social sciences,sociology,university of michigan ann arbor,2019,NA
north carolina agricultural & technical state university,comp/is/eng - computer security and privacy,comp/is/eng,computer security and privacy,howard university,2019,NA
"harvard college, president & fellows of",mathematical sciences - biostatistics,mathematical sciences,biostatistics,university of north carolina at chapel hill,2019,NA
stanford university,comp/is/eng - machine learning,comp/is/eng,machine learning,NA,2019,NA
university of california-davis,life sciences - ecology,life sciences,ecology,NA,2019,NA
duke university,"chemistry - chemical theory, models and computational methods",chemistry,"chemical theory, models and computational methods",yale university,2019,NA
eastern michigan university,chemistry - chemical measurement and imaging,chemistry,chemical measurement and imaging,university of minnesota-twin cities,2019,NA
university of california-santa barbara,physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,university of california-santa barbara,2019,NA
centre college of kentucky,mathematical sciences - biostatistics,mathematical sciences,biostatistics,university of north carolina at chapel hill,2019,NA
university of illinois at urbana-champaign,engineering - chemical engineering,engineering,chemical engineering,university of california-irvine,2019,NA
"university of california, los angeles",life sciences - microbial biology,life sciences,microbial biology,NA,2019,NA
university of california-riverside,mathematical sciences - statistics,mathematical sciences,statistics,university of california-los angeles,2019,NA
princeton university,life sciences - neurosciences,life sciences,neurosciences,new york university,2019,NA
"university of california, berkeley",engineering - chemical engineering,engineering,chemical engineering,university of california san diego,2019,NA
university of north carolina at chapel hill,chemistry - other (specify) - nuclear chemistry,chemistry,other (specify) - nuclear chemistry,university of north carolina at chapel hill,2019,NA
american university,social sciences - sociology,social sciences,sociology,NA,2019,NA
united states military academy,materials research - electronic materials,materials research,electronic materials,united states military academy,2019,NA
temple university,engineering - materials engineering,engineering,materials engineering,temple university,2019,NA
university of florida,mathematical sciences - topology,mathematical sciences,topology,university of florida,2019,NA
university of california-santa cruz,life sciences - genomics,life sciences,genomics,cornell university,2019,NA
duquesne university,engineering - biomedical engineering,engineering,biomedical engineering,duquesne university,2019,NA
university of maryland baltimore county,life sciences - biochemistry,life sciences,biochemistry,NA,2019,NA
university of virginia,comp/is/eng - other (specify) - computer science education,comp/is/eng,other (specify) - computer science education,university of chicago,2019,NA
university of virginia,comp/is/eng - robotics and computer vision,comp/is/eng,robotics and computer vision,university of pennsylvania,2019,NA
lake forest college,life sciences - evolutionary biology,life sciences,evolutionary biology,university of rochester,2019,NA
emory university,chemistry - chemical catalysis,chemistry,chemical catalysis,university of wisconsin-madison,2019,NA
oberlin college,engineering - bioengineering,engineering,bioengineering,california institute of technology,2019,NA
boston university,social sciences - linguistics,social sciences,linguistics,university of california san diego,2019,NA
fort lewis college,"chemistry - chemical structure, dynamics, and mechanism",chemistry,"chemical structure, dynamics, and mechanism",colorado state university,2019,NA
pomona college,physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,"university of california, berkeley",2019,NA
"university of california, berkeley",social sciences - economics,social sciences,economics,"university of california, berkeley",2019,NA
clemson university,engineering - materials engineering,engineering,materials engineering,clemson university,2019,NA
rochester institute of tech,life sciences - other (specify) - biochemistry & cellular and molecular biology,life sciences,other (specify) - biochemistry & cellular and molecular biology,university of tennessee knoxville,2019,NA
the college of new jersey,stem education and learning research - science education,stem education and learning research,science education,north dakota state university fargo,2019,NA
yale university,chemistry - chemistry of life processes,chemistry,chemistry of life processes,yale university,2019,NA
stanford university,engineering - chemical engineering,engineering,chemical engineering,NA,2019,NA
university of the incarnate word,materials research - chemistry of materials,materials research,chemistry of materials,texas a&m university main campus,2019,NA
princeton university,social sciences - economics,social sciences,economics,princeton university,2019,NA
"california state university, fresno","chemistry - macromolecular, supramolecular, and nanochemistry",chemistry,"macromolecular, supramolecular, and nanochemistry","california state university, los angeles",2019,NA
"university of california, los angeles",psychology - cognitive neuroscience,psychology,cognitive neuroscience,NA,2019,NA
university of waterloo,engineering - materials engineering,engineering,materials engineering,massachusetts institute of technology,2019,NA
harvard university,social sciences - economics,social sciences,economics,harvard university,2019,NA
stanford university,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,massachusetts institute of technology,2019,NA
colorado school of mines,engineering - materials engineering,engineering,materials engineering,colorado school of mines,2019,NA
university of washington,life sciences - ecology,life sciences,ecology,university of washington,2019,NA
northwestern university,social sciences - economics,social sciences,economics,northwestern university,2019,NA
university of texas at austin,geosciences - geomorphology,geosciences,geomorphology,colorado state university,2019,NA
university of delaware,engineering - civil engineering,engineering,civil engineering,university of delaware,2019,NA
university of delaware,engineering - biomedical engineering,engineering,biomedical engineering,university of delaware,2019,NA
north carolina state university,stem education and learning research - science education,stem education and learning research,science education,north carolina state university,2019,NA
university of cincinnati main campus,engineering - mechanical engineering,engineering,mechanical engineering,university of cincinnati main campus,2019,NA
university of wyoming,comp/is/eng - algorithms and theoretical foundations,comp/is/eng,algorithms and theoretical foundations,montana state university,2019,NA
north carolina state university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,purdue university,2019,NA
rhodes college,psychology - cognitive psychology,psychology,cognitive psychology,university of california san diego,2019,NA
kent state university,engineering - environmental engineering,engineering,environmental engineering,university of southern california,2019,NA
university of south florida,engineering - mechanical engineering,engineering,mechanical engineering,northwestern university,2019,NA
yale university,life sciences - ecology,life sciences,ecology,NA,2019,NA
dordt college,engineering - biomedical engineering,engineering,biomedical engineering,university of wisconsin-madison,2019,NA
university of pennsylvania,social sciences - economics,social sciences,economics,NA,2019,NA
university of michigan ann arbor,engineering - chemical engineering,engineering,chemical engineering,northwestern university,2019,NA
university of california san diego,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,university of california san diego,2019,NA
bucknell university,life sciences - organismal biology,life sciences,organismal biology,NA,2019,NA
university of pennsylvania,engineering - bioengineering,engineering,bioengineering,university of pennsylvania,2019,NA
university of georgia,life sciences - ecology,life sciences,ecology,university of georgia,2019,NA
columbia university,life sciences - neurosciences,life sciences,neurosciences,university of california los angeles,2019,NA
carleton college,social sciences - economics,social sciences,economics,stanford university,2019,NA
northeastern university,life sciences - developmental biology,life sciences,developmental biology,university of chicago,2019,NA
indiana university,"physics and astronomy - atomic, molecular and optical physics",physics and astronomy,"atomic, molecular and optical physics",yale university,2019,NA
university of virginia,engineering - biomedical engineering,engineering,biomedical engineering,vanderbilt university,2019,NA
"university of california, berkeley",social sciences - geography,social sciences,geography,university of minnesota-twin cities,2019,NA
university of southern california,comp/is/eng - computer architecture,comp/is/eng,computer architecture,carnegie-mellon university,2019,NA
dartmouth college,social sciences - geography,social sciences,geography,NA,2019,NA
portland state university,engineering - mechanical engineering,engineering,mechanical engineering,portland state university,2019,NA
michigan state university,life sciences - other (specify) - entomology,life sciences,other (specify) - entomology,ohio state university,2019,NA
george washington university,psychology - cognitive psychology,psychology,cognitive psychology,ohio state university,2019,NA
stony brook university,social sciences - archaeology,social sciences,archaeology,harvard university,2019,NA
dartmouth college,engineering - mechanical engineering,engineering,mechanical engineering,stanford university,2019,NA
case western reserve university,life sciences - other (specify) - disease ecology and evolution,life sciences,other (specify) - disease ecology and evolution,university of michigan ann arbor,2019,NA
"university of california, berkeley","materials research - materials, other (specify) - energy storage materials",materials research,"materials, other (specify) - energy storage materials","university of california, berkeley",2019,NA
george mason university,life sciences - systematics and biodiversity,life sciences,systematics and biodiversity,"university of california, berkeley",2019,NA
university of michigan ann arbor,social sciences - cultural anthropology,social sciences,cultural anthropology,university of georgia,2019,NA
binghamton university,psychology - cognitive psychology,psychology,cognitive psychology,"university of california, los angeles",2019,NA
university of florida,engineering - environmental engineering,engineering,environmental engineering,NA,2019,NA
university of wisconsin-oshkosh,life sciences - biochemistry,life sciences,biochemistry,university of wisconsin-madison,2019,NA
cornell university,social sciences - geography,social sciences,geography,university of hawaii,2019,NA
university of wisconsin-madison,life sciences - evolutionary biology,life sciences,evolutionary biology,university of wisconsin-madison,2019,NA
brigham young university,life sciences - bioinformatics and computational biology,life sciences,bioinformatics and computational biology,university of nevada las vegas,2019,NA
university of pittsburgh,life sciences - ecology,life sciences,ecology,university of pittsburgh,2019,NA
university of wisconsin-madison,comp/is/eng - algorithms and theoretical foundations,comp/is/eng,algorithms and theoretical foundations,massachusetts institute of technology,2019,NA
portland state university,life sciences - environmental biology,life sciences,environmental biology,portland state university,2019,NA
university of  puget sound,life sciences - organismal biology,life sciences,organismal biology,university of minnesota-twin cities,2019,NA
university of california-santa barbara,"chemistry - macromolecular, supramolecular, and nanochemistry",chemistry,"macromolecular, supramolecular, and nanochemistry",NA,2019,NA
university of wisconsin-madison,life sciences - ecology,life sciences,ecology,university of wisconsin-madison,2019,NA
northern illinois university,geosciences - other (specify) - economic geology,geosciences,other (specify) - economic geology,northern illinois university,2019,NA
university of maryland college park,life sciences - developmental biology,life sciences,developmental biology,princeton university,2019,NA
washington university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,washington university,2019,NA
saint louis university,geosciences - geochemistry,geosciences,geochemistry,pennsylvania state univ university park,2019,NA
cornell university,engineering - mechanical engineering,engineering,mechanical engineering,princeton university,2019,NA
vanderbilt university,life sciences - organismal biology,life sciences,organismal biology,stanford university,2019,NA
indiana university,life sciences - ecology,life sciences,ecology,university of california-santa cruz,2019,NA
university of washington,engineering - bioengineering,engineering,bioengineering,massachusetts institute of technology,2019,NA
texas state university - san marcos,life sciences - cell biology,life sciences,cell biology,university of texas southwestern medical center,2019,NA
johns hopkins university,materials research - biomaterials,materials research,biomaterials,johns hopkins university,2019,NA
university of texas at dallas,engineering - biomedical engineering,engineering,biomedical engineering,university of texas at dallas,2019,NA
"university of california, berkeley",social sciences - other (specify) - environmental management,social sciences,other (specify) - environmental management,NA,2019,NA
rutgers university new brunswick,engineering - biomedical engineering,engineering,biomedical engineering,columbia university,2019,NA
slippery rock university of pennsylvania,life sciences - evolutionary biology,life sciences,evolutionary biology,binghamton university,2019,NA
drexel university,life sciences - ecology,life sciences,ecology,georgetown university,2019,NA
michigan technological university,social sciences - geography,social sciences,geography,michigan state university,2019,NA
university of maryland baltimore county,engineering - biomedical engineering,engineering,biomedical engineering,drexel university,2019,NA
massachusetts institute of technology,engineering - bioengineering,engineering,bioengineering,california institute of technology,2019,NA
university of wisconsin milwaukee,"chemistry - chemical theory, models and computational methods",chemistry,"chemical theory, models and computational methods",university of chicago,2019,NA
california institute of technology,chemistry - other (specify) - chemical biology,chemistry,other (specify) - chemical biology,stanford university,2019,NA
university of maryland,engineering - mechanical engineering,engineering,mechanical engineering,"university of california, berkeley",2019,NA
davidson college,life sciences - neurosciences,life sciences,neurosciences,university college london,2019,NA
"harvard college, president & fellows of",social sciences - economics,social sciences,economics,NA,2019,NA
georgia institute of technology,engineering - mechanical engineering,engineering,mechanical engineering,massachusetts institute of technology,2019,NA
university of michigan ann arbor,physics and astronomy - theoretical physics,physics and astronomy,theoretical physics,stanford university,2019,NA
"university of california, berkeley",life sciences - neurosciences,life sciences,neurosciences,"university of california, los angeles",2019,NA
wesleyan university,social sciences - geography,social sciences,geography,"university of california, berkeley",2019,NA
university at albany,engineering - ocean engineering,engineering,ocean engineering,university at albany,2019,NA
case western reserve university,life sciences - evolutionary biology,life sciences,evolutionary biology,university of california-davis,2019,NA
massachusetts institute of technology,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,university of michigan ann arbor,2019,NA
columbia university,social sciences - economics,social sciences,economics,NA,2019,NA
chapman university,psychology - developmental psychology,psychology,developmental psychology,california state university long beach,2019,NA
california state university-stanislaus,social sciences - geography,social sciences,geography,california state university-stanislaus,2019,NA
northwestern university,psychology - other (specify) - clinical psychology,psychology,other (specify) - clinical psychology,northwestern university,2019,NA
university of notre dame,engineering - biomedical engineering,engineering,biomedical engineering,stanford university,2019,NA
massachusetts institute of technology,mathematical sciences - applied mathematics,mathematical sciences,applied mathematics,massachusetts institute of technology,2019,NA
university of california san diego,engineering - mechanical engineering,engineering,mechanical engineering,university of california san diego,2019,NA
university of north carolina at chapel hill,life sciences - ecology,life sciences,ecology,NA,2019,NA
yale university,social sciences - public policy,social sciences,public policy,university of michigan ann arbor,2019,NA
university of wisconsin-madison,engineering - chemical engineering,engineering,chemical engineering,university of wisconsin-madison,2019,NA
university of illinois at urbana-champaign,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,massachusetts institute of technology,2019,NA
boston university,life sciences - neurosciences,life sciences,neurosciences,massachusetts institute of technology,2019,NA
haverford college,chemistry - chemistry of life processes,chemistry,chemistry of life processes,stanford university,2019,NA
university of toronto,psychology - cognitive neuroscience,psychology,cognitive neuroscience,duke university,2019,NA
"university of california, berkeley",physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,leland junior stanford university,2019,NA
"university of california, berkeley",life sciences - microbial biology,life sciences,microbial biology,"university of california, berkeley",2019,NA
university of notre dame,psychology - cognitive psychology,psychology,cognitive psychology,university of minnesota-twin cities,2019,NA
university of alabama tuscaloosa,life sciences - ecology,life sciences,ecology,university of alabama tuscaloosa,2019,NA
chapman university,life sciences - biophysics,life sciences,biophysics,NA,2019,NA
duke university,life sciences - cell biology,life sciences,cell biology,yale university,2019,NA
"university of california, berkeley",chemistry - chemical synthesis,chemistry,chemical synthesis,"university of california, berkeley",2019,NA
william marsh rice university,engineering - biomedical engineering,engineering,biomedical engineering,duke university,2019,NA
harvard university,life sciences - physiology,life sciences,physiology,NA,2019,NA
massachusetts institute of technology,materials research - materials theory,materials research,materials theory,massachusetts institute of technology,2019,NA
massachusetts institute of technology,"physics and astronomy - atomic, molecular and optical physics",physics and astronomy,"atomic, molecular and optical physics",massachusetts institute of technology,2019,NA
university of southern mississippi,materials research - polymers,materials research,polymers,university of southern mississippi,2019,NA
massachusetts institute of technology,engineering - electrical and electronic engineering,engineering,electrical and electronic engineering,massachusetts institute of technology,2019,NA
indiana university,life sciences - ecology,life sciences,ecology,indiana university,2019,NA
university of california-santa cruz,geosciences - geophysics,geosciences,geophysics,university of california-santa cruz,2019,NA
university of hartford,engineering - other (specify) - acoustics,engineering,other (specify) - acoustics,pennsylvania state univ university park,2019,NA
yale university,life sciences - biochemistry,life sciences,biochemistry,yale university,2019,NA
trustees of boston university,geosciences - biogeochemistry,geosciences,biogeochemistry,NA,2019,NA
university of maryland college park,engineering - environmental engineering,engineering,environmental engineering,virginia polytechnic institute and state university,2019,NA
university of california san diego,comp/is/eng - computer security and privacy,comp/is/eng,computer security and privacy,university of california san diego,2019,NA
michigan state university,engineering - chemical engineering,engineering,chemical engineering,university of michigan ann arbor,2019,NA
"california state university, monterey bay","chemistry - macromolecular, supramolecular, and nanochemistry",chemistry,"macromolecular, supramolecular, and nanochemistry","california state university, monterey bay",2019,NA
oregon state university,life sciences - biophysics,life sciences,biophysics,oregon state university,2019,NA
brigham young university,life sciences - systematics and biodiversity,life sciences,systematics and biodiversity,university of california-riverside,2019,NA
university of kansas,physics and astronomy - particle physics,physics and astronomy,particle physics,university of chicago,2019,NA
mississippi state university,life sciences - neurosciences,life sciences,neurosciences,mississippi state university,2019,NA
case western reserve university,engineering - biomedical engineering,engineering,biomedical engineering,northwestern university,2019,NA
university of wisconsin-madison,life sciences - genetics,life sciences,genetics,university of washington,2019,NA
grinnell college,life sciences - genomics,life sciences,genomics,iowa state university,2019,NA
university of maryland college park,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,university of maryland college park,2019,NA
